docid,words,ner_tags,text,labels
345_2_29,"['Les' 'études' 'réalisées' 'en' 'administration' 'unique' 'ou' 'réitérée'
 'chez' 'la' 'souris' ',' 'le' 'rat' 'et' 'le' 'singe' 'ont' 'mis' 'en'
 'évidence' 'les' 'effets' 'secondaires' 'attendus' 'd' '’' 'un' 'effet'
 'pharmacodynamique' 'trop' 'intense' 'de' 'la' 'lépirudine' '.']",[0 2 0 0 2 0 0 0 0 0 4 0 0 4 0 0 4 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 5 0],"Les études réalisées en administration unique ou réitérée chez la souris , le rat et le singe ont mis en évidence les effets secondaires attendus d ’ un effet pharmacodynamique trop intense de la lépirudine .","['O', 'PROC', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'LIVB', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
345_2_30,"['Chez' 'le' 'singe' 'sont' 'survenues' 'des' 'hémorragies' 'rétiniennes'
 '.']",[0 0 4 0 0 0 1 3 0],Chez le singe sont survenues des hémorragies rétiniennes .,"['O', 'O', 'LIVB', 'O', 'O', 'O', 'DISO', 'ANAT', 'O']"
345_2_31,"['Mannitol' ',' 'hydroxyde' 'de' 'sodium' 'pour' 'ajustement' 'du' 'pH'
 'à' '7' '.']",[5 0 5 5 5 0 0 0 0 0 0 0],"Mannitol , hydroxyde de sodium pour ajustement du pH à 7 .","['CHEM', 'O', 'CHEM', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
345_2_32,['Après' 'reconstitution' ':' 'utiliser' 'immédiatement' '.'],[0 0 0 0 0 0],Après reconstitution : utiliser immédiatement .,"['O', 'O', 'O', 'O', 'O', 'O']"
345_2_33,['Celgene' 'Europe' 'Ltd' '.'],[0 8 0 0],Celgene Europe Ltd .,"['O', 'GEOG', 'O', 'O']"
345_2_34,"[',' 'Riverside' 'House' ',' 'Riverside' 'Walk' ',' 'Windsor' ',' 'SL4'
 '1NA' ',' 'Royaume' 'Uni' 'Refludan' ',' '50' 'mg' ',' 'poudre' 'pour'
 'solution' 'injectable' 'ou' 'pour' 'perfusion' 'Chaque' 'flacon'
 'contient' '50' 'mg' 'de' 'lépirudine' '.']","[ 0  0  0  0  0  0  0  0  0  0  0  0  8  8  5  0  0  0  0  5  0  5  5  0
  0  2  0 10  0  0  0  0  5  0]",", Riverside House , Riverside Walk , Windsor , SL4 1NA , Royaume Uni Refludan , 50 mg , poudre pour solution injectable ou pour perfusion Chaque flacon contient 50 mg de lépirudine .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'GEOG', 'CHEM', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'CHEM', 'CHEM', 'O', 'O', 'PROC', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
345_2_35,['Clairance'],[6],Clairance,['PHYS']
11217573,"['Indication' 'et' 'stratégie' 'de' 'nouvelles' 'biopsies' 'après'
 'diagnostic' 'de' 'néoplasie' 'intra' '-' 'épithéliale' 'prostatique' '.']",[0 0 0 0 0 2 0 1 0 1 1 1 1 1 0],Indication et stratégie de nouvelles biopsies après diagnostic de néoplasie intra - épithéliale prostatique .,"['O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'DISO', 'O', 'DISO', 'DISO', 'DISO', 'DISO', 'DISO', 'O']"
6228894,['Thrombopénie' 'mortelle' 'après' 'héparine' '.'],[1 1 0 5 0],Thrombopénie mortelle après héparine .,"['DISO', 'DISO', 'O', 'CHEM', 'O']"
2305185,['Diagnostique' 'biologique' 'des' 'échinococcoses' '.'],[2 0 0 1 0],Diagnostique biologique des échinococcoses .,"['PROC', 'O', 'O', 'DISO', 'O']"
9867679,"['Le' 'Prix' 'du' 'Président' 'de' 'la' 'République' 'Tunisienne' 'des'
 'Sociétés' 'Intermaghrébines' 'de' 'Médecine' '.']",[0 0 0 0 0 0 0 8 0 0 0 0 0 0],Le Prix du Président de la République Tunisienne des Sociétés Intermaghrébines de Médecine .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O']"
737827,"['Une' 'complication' 'grave' 'de' ""l'"" 'opération' 'de' 'Nissen' ':' 'le'
 'dumping' '-' 'syndrome' '.' 'A' 'propos' 'de' '4' 'observations' '.']",[0 1 0 0 0 2 0 0 0 0 1 1 1 0 0 0 0 0 2 0],Une complication grave de l' opération de Nissen : le dumping - syndrome . A propos de 4 observations .,"['O', 'DISO', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
4802744,"[""L'"" 'activité' 'électrique' 'des' 'différents' 'lambeaux'
 'ventriculaires' 'du' 'coeur' 'de' ""l'"" 'escargot' '(' 'Helix' 'pomatia'
 ')']",[0 6 6 0 0 0 6 0 3 0 0 4 0 4 0 0],L' activité électrique des différents lambeaux ventriculaires du coeur de l' escargot ( Helix pomatia ),"['O', 'PHYS', 'PHYS', 'O', 'O', 'O', 'PHYS', 'O', 'ANAT', 'O', 'O', 'LIVB', 'O', 'LIVB', 'O', 'O']"
3471397,"['Approche' 'à' ""l'"" 'étude' 'du' 'rapport' 'existant' 'entre' 'le' 'type'
 'morphologique' 'et' 'certains' 'caractères' 'du' 'système' 'dento' '-'
 'parodontal' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Approche à l' étude du rapport existant entre le type morphologique et certains caractères du système dento - parodontal .,"['O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8446867,"['Echantillonnage' 'et' 'analyse' 'de' 'la' 'participation' 'pour' 'la'
 'deuxième' 'enquête' 'MONICA' '(' '1988' '-' '1989' ')' 'sur' 'les'
 'facteurs' 'de' 'risque' 'cardiovasculaires' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0],Echantillonnage et analyse de la participation pour la deuxième enquête MONICA ( 1988 - 1989 ) sur les facteurs de risque cardiovasculaires .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'DISO', 'DISO', 'O']"
13476481,"['La' 'vascularisation' 'de' 'la' 'prostate' ';' 'son' 'intérét'
 'chirurgical' '.']",[0 0 0 0 3 0 0 0 0 0],La vascularisation de la prostate ; son intérét chirurgical .,"['O', 'O', 'O', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O']"
1265387,['Les' 'hématuries' 'macroscopiques'],[0 1 0],Les hématuries macroscopiques,"['O', 'DISO', 'O']"
556341,"['Effets' 'de' ""l'"" 'alfatésine' 'sur' ""l'"" 'état' 'de' 'mal'
 'épileptique' '.' 'Rapport' 'préliminaire' '.']",[0 0 0 5 0 0 1 1 1 1 0 0 0 0],Effets de l' alfatésine sur l' état de mal épileptique . Rapport préliminaire .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'DISO', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O']"
4662496,"[""L'"" 'hospitalisation' 'à' 'domicile' 'des' 'enfants' '.' ""L'""
 'expérience' 'de' ""l'"" 'Assistance' 'Publique' 'de' 'Paris' '.']",[0 2 0 0 0 4 0 0 6 0 0 0 0 0 8 0],L' hospitalisation à domicile des enfants . L' expérience de l' Assistance Publique de Paris .,"['O', 'PROC', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'PHYS', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O']"
5985724,"['Apport' 'de' ""l'"" 'électronystagmographie' '(' 'E' '.' 'N' '.' 'G' '.'
 ')' 'dans' ""l'"" 'expertise' 'médico' '-' 'légale' 'des' 'traumatismes'
 'crâniens' '.']",[0 0 0 2 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 1 3 0],Apport de l' électronystagmographie ( E . N . G . ) dans l' expertise médico - légale des traumatismes crâniens .,"['O', 'O', 'O', 'PROC', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'ANAT', 'O']"
13515456,"['Traitement' 'de' 'la' 'douleur' 'des' 'pancréatites' 'chroniques' 'par'
 'la' 'neurotomie' 'de' 'la' 'tête' 'du' 'pancréas' ';' 'une' 'technique'
 'nouvelle' 'et' 'ses' 'résultats' '.']",[2 0 0 1 0 1 1 0 0 2 0 0 3 3 3 0 0 0 0 0 0 0 0],Traitement de la douleur des pancréatites chroniques par la neurotomie de la tête du pancréas ; une technique nouvelle et ses résultats .,"['PROC', 'O', 'O', 'DISO', 'O', 'DISO', 'DISO', 'O', 'O', 'PROC', 'O', 'O', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
406095,"['Problèmes' 'de' 'la' 'détermination' 'des' 'points' 'isoélectriques'
 'des' 'beta' 'lactamases' '.']",[0 0 0 2 0 0 0 0 5 5 0],Problèmes de la détermination des points isoélectriques des beta lactamases .,"['O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'CHEM', 'CHEM', 'O']"
21130629,"[""L'"" 'association' 'maladie' 'cœliaque' 'et' 'syndrome' 'de' 'Budd' '-'
 'Chiari' ':' 'à' 'propos' ""d'"" 'un' 'cas' '.']",[0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],L' association maladie cœliaque et syndrome de Budd - Chiari : à propos d' un cas .,"['O', 'O', 'DISO', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21466967,['Allogreffes' 'de' 'cellules' 'souches' 'hématopoïétiques' '.'],[2 0 3 3 0 0],Allogreffes de cellules souches hématopoïétiques .,"['PROC', 'O', 'ANAT', 'ANAT', 'O', 'O']"
4465215,"['Les' 'schwannomes' 'dans' 'le' 'domaine' ""d'"" 'ORL' '(' 'a' 'propos'
 'nos' 'trois' 'cas' ')']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0],Les schwannomes dans le domaine d' ORL ( a propos nos trois cas ),"['O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2155474,"['Régulation' 'du' 'récepteur' ':' 'implication' 'dans' ""l'"" 'activité'
 'des' 'médicaments' '.']",[0 0 5 0 0 0 0 0 0 5 0],Régulation du récepteur : implication dans l' activité des médicaments .,"['O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
6868189,['Aux' 'confins' 'de' 'la' 'musique' 'et' 'de' 'la' 'médecine' '.'],[0 0 0 0 0 0 0 0 0 0],Aux confins de la musique et de la médecine .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15067898,"['Aspects' 'échographiques' 'de' 'fentes' 'labio' '-' 'palatines' 'au'
 'premier' 'trimestre' 'de' 'la' 'grossesse' '.' 'A' 'propos' 'de' 'deux'
 'cas' '.']",[0 2 0 1 1 1 1 0 0 0 0 0 6 0 0 0 0 0 0 0],Aspects échographiques de fentes labio - palatines au premier trimestre de la grossesse . A propos de deux cas .,"['O', 'PROC', 'O', 'DISO', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
416808,"['Altérations' 'de' ""l'"" 'appareil' 'sous' '-' 'valvulaire' 'et'
 'fonction' 'ventriculaire' 'gauche' 'dans' 'le' 'rétrécissement' 'mitral'
 'pur' '.']",[0 0 0 0 0 0 0 0 6 6 0 0 0 1 3 0 0],Altérations de l' appareil sous - valvulaire et fonction ventriculaire gauche dans le rétrécissement mitral pur .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHYS', 'PHYS', 'O', 'O', 'O', 'DISO', 'ANAT', 'O', 'O']"
6867654,"['Dissolution' 'de' 'lithiase' 'vésiculaire' 'après' '6' 'mois' 'de'
 'traitement' 'par' 'dose' 'journalière' 'unique' ""d'"" 'acide'
 'ursodésoxycholique' '.']",[0 0 1 1 0 0 0 0 2 0 0 0 0 0 5 5 0],Dissolution de lithiase vésiculaire après 6 mois de traitement par dose journalière unique d' acide ursodésoxycholique .,"['O', 'O', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'CHEM', 'O']"
15495475,"['6e' 'Journée' 'Romande' 'de' 'Pédiatrie' 'Pratique' 'organisée' 'par'
 'le' 'Groupe' 'Romand' ""d'"" 'etudes' 'en' 'Pédiatrie' 'Ambulatoire' '('
 'GREPA' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],6e Journée Romande de Pédiatrie Pratique organisée par le Groupe Romand d' etudes en Pédiatrie Ambulatoire ( GREPA ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3041909,['Mécanismes' 'du' 'rejet' 'des' 'allogreffes' 'rénales' '.'],[0 0 0 0 3 3 0],Mécanismes du rejet des allogreffes rénales .,"['O', 'O', 'O', 'O', 'ANAT', 'ANAT', 'O']"
4224193,"['A' 'propos' 'du' 'traitement' 'des' 'paralysies' 'obstétricales' 'du'
 'plexus' 'brachial' ':' 'désinsertion' 'du' 'sous' '-' 'scapulaire'
 'sans' 'capsulotomie' '.']",[0 0 0 2 0 1 2 0 3 3 0 2 0 0 0 0 0 0 0],A propos du traitement des paralysies obstétricales du plexus brachial : désinsertion du sous - scapulaire sans capsulotomie .,"['O', 'O', 'O', 'PROC', 'O', 'DISO', 'PROC', 'O', 'ANAT', 'ANAT', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17706728,['Syndrome' 'Proteus' 'et' 'hypertension' 'intracrânienne' '.'],[1 0 0 1 0 0],Syndrome Proteus et hypertension intracrânienne .,"['DISO', 'O', 'O', 'DISO', 'O', 'O']"
4706335,"[""L'"" 'importance' 'croissante' 'de' 'la' 'nouvelle' 'formule' 'des'
 'centres' 'de' 'recherches' 'cliniques' 'dans' 'la' 'médecine'
 'contemporaine' '.']",[ 0  0  0  0  0  0  0  0 10 10 10 10  0  0  0  0  0],L' importance croissante de la nouvelle formule des centres de recherches cliniques dans la médecine contemporaine .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'O', 'O', 'O', 'O', 'O']"
7648306,"['Séance' 'consacrée' 'à' 'la' 'présentation' 'du' 'rapport' 'sur' 'le'
 'diagnostic' 'génétique' 'et' 'la' 'thérapie' 'génique' '.']",[0 0 0 0 0 0 0 0 0 2 2 0 0 2 2 0],Séance consacrée à la présentation du rapport sur le diagnostic génétique et la thérapie génique .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'PROC', 'O', 'O', 'PROC', 'PROC', 'O']"
14306517,"['COMMENTAIRES' 'SUR' 'UN' 'SYNDROME' 'DE' 'LIAN' ',' 'SIGUIER' 'ET' 'J'
 '.' 'J' '.' 'WELTI' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],"COMMENTAIRES SUR UN SYNDROME DE LIAN , SIGUIER ET J . J . WELTI .","['O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5701508,"['Etude' 'expérimentale' 'de' ""l'"" 'activité' 'cholérétique' 'de' ""l'""
 'hydroxy' '2' ""'"" 'carboxy' '5' ""'"" 'phényl' '1' 'pentanol' '1' '.']",[2 2 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0],Etude expérimentale de l' activité cholérétique de l' hydroxy 2 ' carboxy 5 ' phényl 1 pentanol 1 .,"['PROC', 'PROC', 'O', 'O', 'PHYS', 'PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3846359,['Sondage' 'vésical' 'pour' 'E' '.' 'C' '.' 'B' '.' 'U' '.'],[0 3 0 2 2 2 2 2 2 2 0],Sondage vésical pour E . C . B . U .,"['O', 'ANAT', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'O']"
13307535,"['Evolution' 'radiologique' ""d'"" 'un' 'cas' 'de' 'maladie' 'de'
 'Hirsprung' 'vraie' '.']",[6 0 0 0 0 0 1 0 0 0 0],Evolution radiologique d' un cas de maladie de Hirsprung vraie .,"['PHYS', 'O', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O']"
11081084,['Identité' 'professionnelle' 'et' 'pratique' 'soignante' '.'],[0 0 0 0 2 0],Identité professionnelle et pratique soignante .,"['O', 'O', 'O', 'O', 'PROC', 'O']"
4617704,"['Une' 'méthode' ""d'"" 'examen' 'médical' 'à' 'la' 'pointe' 'du' 'progrès'
 ':' ""l'"" 'échotmographie' 'ultra' '-' 'sonore']",[0 0 0 2 2 0 0 0 0 0 0 0 2 7 7 7],Une méthode d' examen médical à la pointe du progrès : l' échotmographie ultra - sonore,"['O', 'O', 'O', 'PROC', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'OTHER', 'OTHER', 'OTHER']"
5619190,"['Sur' 'le' 'pronostic' 'des' 'tumeurs' 'du' 'thymus' 'et' 'sur' 'leur'
 'caractère' 'paradoxal' '.']",[0 0 2 0 1 0 3 0 0 0 0 0 0],Sur le pronostic des tumeurs du thymus et sur leur caractère paradoxal .,"['O', 'O', 'PROC', 'O', 'DISO', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O']"
20564871,['Le' 'désolant' 'destin' 'des' 'résultats' 'négatifs' '.'],[0 0 0 0 1 1 0],Le désolant destin des résultats négatifs .,"['O', 'O', 'O', 'O', 'DISO', 'DISO', 'O']"
5054016,"['Accidents' 'de' 'la' 'route' ':' 'résultats' ""d'"" 'une' 'récente'
 'enquête' '.']",[1 0 0 0 0 0 0 0 0 0 0],Accidents de la route : résultats d' une récente enquête .,"['DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8415483,"['Cytokines' 'et' 'anti' '-' 'cytokines' '.' 'Espoirs' 'thérapeutiques'
 'en' 'rhumatologie' '.']",[5 0 5 5 5 0 0 0 0 0 0],Cytokines et anti - cytokines . Espoirs thérapeutiques en rhumatologie .,"['CHEM', 'O', 'CHEM', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O']"
2081912,['Fibrose' 'rétropéritonéale' 'et' 'timolol' 'en' 'collyre' '.'],[1 0 0 5 0 5 0],Fibrose rétropéritonéale et timolol en collyre .,"['DISO', 'O', 'O', 'CHEM', 'O', 'CHEM', 'O']"
3527361,"['Dépistage' 'dès' ""l'"" 'enfance' 'des' 'hyperlipoprotéinémies'
 'athérogènes' ':' 'étape' 'clé' 'de' 'la' 'prévention' 'de' ""l'""
 'athérosclérose' 'prématurée' '(' 'étude' 'de' '752' 'enfants' 'issus'
 'de' '312' 'familles' ')' '.']",[2 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 2 0 0 4 0 0 0 4 0 0],Dépistage dès l' enfance des hyperlipoprotéinémies athérogènes : étape clé de la prévention de l' athérosclérose prématurée ( étude de 752 enfants issus de 312 familles ) .,"['PROC', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'DISO', 'O', 'O', 'PROC', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'LIVB', 'O', 'O']"
14063972,"['DOSAGE' ""FLUORIM'"" 'ÉTRIQUÉ' 'DE' 'LA' 'TRYPSINE' '.']",[0 2 2 0 0 5 0],DOSAGE FLUORIM' ÉTRIQUÉ DE LA TRYPSINE .,"['O', 'PROC', 'PROC', 'O', 'O', 'CHEM', 'O']"
2064284,"['Quel' 'est' 'votre' 'diagnostic' '?' 'Dermatofibrosarcoma' 'de' 'Darier'
 'Ferrand' '.']",[0 0 0 1 0 1 0 0 0 0],Quel est votre diagnostic ? Dermatofibrosarcoma de Darier Ferrand .,"['O', 'O', 'O', 'DISO', 'O', 'DISO', 'O', 'O', 'O', 'O']"
7172385,"['Intérêt' 'de' 'la' 'radiothérapie' 'dans' 'les' 'mélanomes' 'malins'
 'du' 'limbe' '.']",[0 0 0 2 0 0 1 0 0 3 0],Intérêt de la radiothérapie dans les mélanomes malins du limbe .,"['O', 'O', 'O', 'PROC', 'O', 'O', 'DISO', 'O', 'O', 'ANAT', 'O']"
5946800,"['Les' 'anévrismes' 'de' ""l'"" 'artère' 'splénique' '.' 'A' 'propos' 'de'
 '2' 'cas' 'reconnus' 'et' 'traités' 'avant' 'rupture' '.']",[0 1 0 0 3 3 0 0 0 0 0 0 0 0 2 0 1 0],Les anévrismes de l' artère splénique . A propos de 2 cas reconnus et traités avant rupture .,"['O', 'DISO', 'O', 'O', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'DISO', 'O']"
2727483,"[""L'"" 'orbite' '(' '2' ')' '.' 'Les' 'éléments' 'musculo' '-'
 'aponévrotiques' 'et' 'vasculo' '-' 'nerveux' '.']",[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],L' orbite ( 2 ) . Les éléments musculo - aponévrotiques et vasculo - nerveux .,"['O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4924932,['Reticulosarcomatose' 'aigue' '.'],[0 0 0],Reticulosarcomatose aigue .,"['O', 'O', 'O']"
5517896,"['Etude' 'phoniatrique' 'clinique' 'et' 'instrumentale' 'des'
 'dysarthries' '.' 'II' '.' 'Résultat' 'chez' 'les' 'malades' 'présentant'
 'des' 'syndromes' 'bulbaires' 'et' 'pseudo' '-' 'bulbaires' '.']",[2 0 0 0 9 0 1 0 0 0 1 0 0 4 0 0 1 3 0 1 1 1 0],Etude phoniatrique clinique et instrumentale des dysarthries . II . Résultat chez les malades présentant des syndromes bulbaires et pseudo - bulbaires .,"['PROC', 'O', 'O', 'O', 'OTHER', 'O', 'DISO', 'O', 'O', 'O', 'DISO', 'O', 'O', 'LIVB', 'O', 'O', 'DISO', 'ANAT', 'O', 'DISO', 'DISO', 'DISO', 'O']"
5384222,"['Maladie' 'de' 'Kaposi' ',' 'en' 'nodule' 'solitaire' ""d'"" 'un' 'bras'
 'avec' 'adénopathie' 'satellite' ',' 'chez' 'un' 'garçonnet' 'de' '5'
 'ans' '.']",[1 0 0 0 0 1 0 0 0 3 0 1 0 0 0 0 4 0 0 0 0],"Maladie de Kaposi , en nodule solitaire d' un bras avec adénopathie satellite , chez un garçonnet de 5 ans .","['DISO', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'ANAT', 'O', 'DISO', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O']"
13639914,"['Analyses' 'immunoélectrophorétiques' 'des' 'fractions' 'proteiques' 'du'
 'sérum' 'humain' 'séparées' 'par' 'électrophorèse' 'en' 'gel' ""d'""
 'amidon' '.']",[2 2 0 5 5 0 5 4 0 0 2 0 0 0 5 0],Analyses immunoélectrophorétiques des fractions proteiques du sérum humain séparées par électrophorèse en gel d' amidon .,"['PROC', 'PROC', 'O', 'CHEM', 'CHEM', 'O', 'CHEM', 'LIVB', 'O', 'O', 'PROC', 'O', 'O', 'O', 'CHEM', 'O']"
1293714,['Aide' 'au' 'sevrage' 'tabagique' 'en' 'entreprise' '.'],[ 2  0  0  0  0 10  0],Aide au sevrage tabagique en entreprise .,"['PROC', 'O', 'O', 'O', 'O', 'OTHER', 'O']"
13429592,"['Problèmes' 'techniques' 'posés' 'par' 'la' 'télécobalthérapie' 'dans'
 'la' 'région' 'cervicale' '.']",[0 0 0 0 0 2 0 0 3 3 0],Problèmes techniques posés par la télécobalthérapie dans la région cervicale .,"['O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'ANAT', 'ANAT', 'O']"
14104982,['LÉON' 'GRIMBERT' '1860' '-' '1931' '.'],[0 0 0 0 0 0],LÉON GRIMBERT 1860 - 1931 .,"['O', 'O', 'O', 'O', 'O', 'O']"
6910830,"[""L'"" 'oncovin' '.']",[0 5 0],L' oncovin .,"['O', 'CHEM', 'O']"
1022186,"['Micro' '-' 'adénome' 'hypophysaire' 'à' 'LH' '.' 'Une' 'nouvelle'
 'entité' 'nosologique']",[0 0 0 3 0 5 0 0 0 0 0],Micro - adénome hypophysaire à LH . Une nouvelle entité nosologique,"['O', 'O', 'O', 'ANAT', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O']"
5077056,['Exploration' 'tomoéchographique' 'des' 'reins' '.'],[2 0 0 3 0],Exploration tomoéchographique des reins .,"['PROC', 'O', 'O', 'ANAT', 'O']"
2962153,"['Dosage' 'ultra' '-' 'sensible' 'de' 'la' 'thyrotropine' 'dans' 'le'
 'goitre' 'simple' '.']",[2 0 0 0 0 0 5 0 0 1 0 0],Dosage ultra - sensible de la thyrotropine dans le goitre simple .,"['PROC', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'DISO', 'O', 'O']"
21187030,"['Enfin' 'un' 'modèle' 'de' 'culture' 'du' 'virus' 'de' ""l'"" 'hépatite'
 'C' 'adapté' 'aux' 'hépatocytes' 'humains' 'primaires' '!']",[0 0 0 0 0 0 4 0 0 1 1 0 0 3 4 0 0],Enfin un modèle de culture du virus de l' hépatite C adapté aux hépatocytes humains primaires !,"['O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'DISO', 'DISO', 'O', 'O', 'ANAT', 'LIVB', 'O', 'O']"
5124199,['Les' 'anomalies' 'héréditaires' 'des' 'enzymes' 'digestives' '.'],[0 1 1 0 5 6 0],Les anomalies héréditaires des enzymes digestives .,"['O', 'DISO', 'DISO', 'O', 'CHEM', 'PHYS', 'O']"
14208993,"['CONSIDÉRATIONS' 'THÉORIQUES' 'ET' 'PRATIQUES' ""D'"" 'ACTUALITÉ' 'EN'
 'MATIÈRE' ""D'"" 'EXAMENS' 'RADIOLOGIQUES' 'SYSTÉMATIQUES' '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0],CONSIDÉRATIONS THÉORIQUES ET PRATIQUES D' ACTUALITÉ EN MATIÈRE D' EXAMENS RADIOLOGIQUES SYSTÉMATIQUES .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O']"
12865193,"['Choriocarcinome' 'ovarien' ':' 'à' 'propos' ""d'"" 'un' 'cas' '.']",[1 3 0 0 0 0 0 0 0],Choriocarcinome ovarien : à propos d' un cas .,"['DISO', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14100240,['A' 'PROPOS' 'DES' 'MOLES' 'HYDATIFORMES' 'GÉANTES' '.'],[0 0 0 1 0 0 0],A PROPOS DES MOLES HYDATIFORMES GÉANTES .,"['O', 'O', 'O', 'DISO', 'O', 'O', 'O']"
